Employee ID,Job Type,Location,Hire_Date,Termination_Date
9002384,Admin Assistant,Epsilon,12/17/2012,1/13/2019
9003381,Correctional,Beta,8/15/2017,1/13/2019
9003653,Correctional,Alpha,3/1/2018,1/13/2019
9002290,Correctional,Beta,6/1/2012,1/14/2019
9002500,Admin Assistant,Administrative Offices,1/15/2014,1/14/2019
9003417,Case Manager,Alpha,9/15/2017,1/14/2019
9003614,Correctional Supervisor,Epsilon,2/1/2018,1/14/2019
9002800,Treatment,Delta,7/1/2015,1/15/2019
9003779,Correctional,Epsilon,6/1/2018,1/16/2019
9003900,Correctional,Beta,9/1/2018,1/16/2019
9004013,Correctional,Beta,1/1/2019,1/16/2019
9002728,Correctional,Gamma,3/1/2015,1/17/2019
9003650,Educator,Alpha,3/1/2018,1/18/2019
9003873,Correctional,Alpha,8/1/2018,1/18/2019
9002084,Correctional,Delta,11/1/2016,1/19/2019
9003594,Correctional,Alpha,2/1/2018,1/19/2019
9003745,Other,Alpha,5/15/2018,1/19/2019
9003955,Correctional,Alpha,11/1/2018,1/21/2019
9002183,Correctional,Beta,7/16/2018,1/22/2019
9003608,Correctional,Epsilon,2/1/2018,1/22/2019
9001365,Correctional,Gamma,1/1/2019,1/23/2019
9003791,Correctional,Epsilon,6/15/2018,1/23/2019
9003493,Case Manager,Gamma,11/1/2017,1/28/2019
9003574,Correctional,Epsilon,1/1/2018,1/28/2019
9003979,Correctional,Gamma,11/1/2018,1/29/2019
9001058,Facility Leadership,Beta,10/1/2014,1/31/2019
9001180,Investigator,Inspector General,1/12/2011,1/31/2019
9001198,Admin Assistant,Beta,1/12/2011,1/31/2019
9001298,Manager,Beta,1/12/2011,1/31/2019
9001424,Facility Leadership,Delta,1/12/2011,1/31/2019
9001626,Manager,Beta,1/12/2011,1/31/2019
9002343,Other,Gamma,9/17/2012,1/31/2019
9002413,Admin Assistant,Halfway House,4/1/2013,1/31/2019
9002676,Correctional,Gamma,11/17/2014,1/31/2019
9002693,Admin Assistant,Epsilon,1/1/2015,1/31/2019
9002801,Correctional,Beta,11/1/2018,1/31/2019
9002973,Admin Assistant,Epsilon,2/1/2016,1/31/2019
9003070,Correctional,Delta,6/15/2016,1/31/2019
9003112,IT,Administrative Offices,8/15/2016,1/31/2019
9003690,Case Manager,Beta,4/1/2018,1/31/2019
9003824,Case Manager,Halfway House,7/1/2018,1/31/2019
9003958,Correctional,Alpha,11/1/2018,1/31/2019
9003994,Correctional,Alpha,12/1/2018,1/31/2019
9002240,Correctional,Alpha,1/1/2012,2/1/2019
9002704,Clerk,Delta,1/15/2015,2/1/2019
9003106,Educator,Beta,8/1/2016,2/4/2019
9003115,Educator,Beta,8/15/2016,2/5/2019
9003645,Correctional,Alpha,3/1/2018,2/6/2019
9003937,Correctional,Delta,10/1/2018,2/6/2019
9003975,Correctional,Epsilon,11/1/2018,2/8/2019
9002759,Correctional Supervisor,Beta,4/15/2015,2/10/2019
9002888,Correctional,Gamma,11/1/2015,2/10/2019
9003938,Correctional,Epsilon,10/1/2018,2/10/2019
9001115,Correctional,Epsilon,1/12/2011,2/11/2019
9003977,Correctional,Beta,11/1/2018,2/11/2019
9004031,Correctional,Epsilon,1/1/2019,2/13/2019
9002697,Correctional,Beta,7/1/2015,2/14/2019
9002957,Program Specialist,Parole Region,1/20/2016,2/15/2019
9003544,Case Manager,Alpha,12/1/2017,2/15/2019
9002353,Program Specialist,Administrative Offices,10/15/2012,2/19/2019
9003045,Analyst,Administrative Offices,6/1/2016,2/19/2019
9004003,Correctional,Gamma,12/1/2018,2/19/2019
9004044,Correctional,Alpha,2/1/2019,2/19/2019
9001584,Correctional,Epsilon,3/1/2012,2/20/2019
9002428,Director,Administrative Offices,6/17/2013,2/20/2019
9003491,Correctional,Gamma,11/1/2017,2/20/2019
9003739,Clerk,Gamma,5/1/2018,2/20/2019
9002584,Correctional,Gamma,3/1/2018,2/21/2019
9003508,Correctional,Alpha,11/1/2017,2/21/2019
9003621,Correctional,Beta,2/15/2018,2/22/2019
9003925,Correctional,Inspector General,9/17/2018,2/22/2019
9004072,Correctional,Alpha,2/1/2019,2/22/2019
9003225,Admin Assistant,Alpha,1/1/2017,2/24/2019
9002308,Correctional,Gamma,4/1/2018,2/26/2019
9001134,Program Specialist,Parole Region,1/12/2011,2/28/2019
9001228,Correctional Supervisor,Gamma,1/12/2011,2/28/2019
9001284,Clerk,Epsilon,1/12/2011,2/28/2019
9001342,Correctional,Gamma,1/12/2011,2/28/2019
9001432,Manager,Delta,1/12/2011,2/28/2019
9001616,Program Specialist,Delta,1/12/2011,2/28/2019
9001679,Correctional Supervisor,Beta,1/12/2011,2/28/2019
9001993,Correctional,Beta,1/12/2011,2/28/2019
9002077,Correctional,Beta,1/12/2011,2/28/2019
9002291,Correctional,Halfway House,6/1/2012,2/28/2019
9002297,Program Specialist,Beta,6/15/2012,2/28/2019
9002605,Correctional,Epsilon,8/15/2014,2/28/2019
9002725,Director,Administrative Offices,3/1/2015,2/28/2019
9002884,Correctional,Epsilon,11/1/2015,2/28/2019
9003035,Correctional,Beta,5/1/2016,2/28/2019
9003038,Correctional,Beta,12/1/2018,2/28/2019
9003247,Correctional,Epsilon,2/1/2017,2/28/2019
9003300,Correctional,Gamma,5/1/2017,2/28/2019
9003312,Correctional,Halfway House,5/1/2017,2/28/2019
9003454,Treatment,Administrative Offices,10/16/2017,2/28/2019
9003510,Program Specialist,Administrative Offices,11/15/2017,2/28/2019
9003590,Correctional,Gamma,1/16/2018,2/28/2019
9003769,Correctional,Delta,6/1/2018,2/28/2019
9003859,Program Specialist,Administrative Offices,8/1/2018,2/28/2019
9003862,Correctional,Beta,8/1/2018,2/28/2019
9004108,Correctional,Beta,3/1/2019,3/1/2019
9003688,Correctional,Halfway House,4/1/2018,3/3/2019
9001519,Program Specialist,Administrative Offices,10/1/2014,3/4/2019
9003052,Correctional,Delta,6/1/2016,3/4/2019
9003633,Correctional,Gamma,2/15/2018,3/5/2019
9003863,Correctional,Gamma,8/1/2018,3/5/2019
9004004,Other,Gamma,12/1/2018,3/7/2019
9003301,Correctional,Gamma,5/1/2017,3/10/2019
9002983,Correctional,Alpha,5/15/2018,3/11/2019
9003978,Case Manager,Gamma,11/1/2018,3/11/2019
9002694,Program Specialist,Epsilon,1/1/2015,3/13/2019
9003927,Correctional,Epsilon,9/17/2018,3/13/2019
9003191,Correctional,Delta,12/1/2016,3/15/2019
9003575,Correctional,Gamma,1/1/2018,3/16/2019
9003763,IT,Administrative Offices,6/1/2018,3/17/2019
9001029,Program Specialist,Epsilon,12/15/2016,3/19/2019
9001363,Correctional,Gamma,8/15/2018,3/19/2019
9003324,Correctional,Gamma,6/1/2017,3/19/2019
9004058,Correctional,Beta,2/1/2019,3/20/2019
9003724,Correctional,Epsilon,5/1/2018,3/21/2019
9004026,Correctional,Alpha,1/1/2019,3/21/2019
9003742,Correctional,Epsilon,5/15/2018,3/22/2019
9004001,Correctional,Gamma,12/1/2018,3/23/2019
9002213,Director,Administrative Offices,1/12/2011,3/24/2019
9001527,Correctional,Alpha,2/1/2016,3/26/2019
9003088,Correctional,Beta,7/1/2016,3/26/2019
9003737,Correctional,Beta,5/1/2018,3/28/2019
9003786,Correctional,Gamma,6/1/2018,3/28/2019
9001614,Correctional,Beta,1/12/2011,3/31/2019
9001817,Other,Alpha,1/12/2011,3/31/2019
9002029,Correctional,Gamma,1/12/2011,3/31/2019
9002039,Correctional,Beta,1/12/2011,3/31/2019
9002100,Educator,Epsilon,1/12/2011,3/31/2019
9002265,Correctional Supervisor,Gamma,3/1/2012,3/31/2019
9002278,Correctional,Halfway House,4/16/2012,3/31/2019
9002398,Program Specialist,Administrative Offices,3/1/2013,3/31/2019
9002455,Correctional,Epsilon,9/1/2013,3/31/2019
9002519,Clerk,Gamma,3/1/2014,3/31/2019
9002641,Correctional,Gamma,10/1/2014,3/31/2019
9002791,Other,Epsilon,6/15/2015,3/31/2019
9002883,Program Specialist,Epsilon,11/1/2015,3/31/2019
9003029,Correctional,Beta,5/1/2016,3/31/2019
9003050,Case Manager,Alpha,6/1/2016,3/31/2019
9003197,Correctional,Delta,10/16/2017,3/31/2019
9003503,Other,Alpha,11/1/2017,3/31/2019
9003778,Analyst,Administrative Offices,6/1/2018,3/31/2019
9003808,Correctional,Delta,7/1/2018,3/31/2019
9003857,Investigator,Administrative Offices,8/1/2018,3/31/2019
9003868,Correctional,Epsilon,8/1/2018,3/31/2019
9004029,Correctional,Alpha,1/1/2019,3/31/2019
9004049,Correctional,Epsilon,2/1/2019,3/31/2019
9004114,Correctional,Beta,3/1/2019,3/31/2019
9001851,Correctional,Epsilon,6/16/2014,4/1/2019
9003663,Correctional,Epsilon,3/15/2018,4/1/2019
9002446,Correctional,Beta,8/1/2013,4/2/2019
9003348,Correctional,Epsilon,7/17/2017,4/3/2019
9004168,Correctional,Gamma,4/1/2019,4/3/2019
9003392,Correctional,Epsilon,9/1/2017,4/4/2019
9002910,Program Specialist,Epsilon,11/16/2015,4/9/2019
9003053,Educator,Epsilon,5/15/2018,4/9/2019
9004062,Correctional,Epsilon,2/1/2019,4/9/2019
9003865,Other,Epsilon,8/1/2018,4/10/2019
9004018,Correctional,Beta,1/1/2019,4/10/2019
9004101,Correctional,Delta,3/1/2019,4/10/2019
9002795,Correctional,Epsilon,7/1/2015,4/15/2019
9002871,Case Manager,Epsilon,10/1/2015,4/15/2019
9003064,Clerk,Epsilon,6/1/2016,4/18/2019
9003582,Correctional,Beta,1/1/2018,4/19/2019
9003255,Correctional,Beta,3/1/2017,4/24/2019
9003972,Correctional,Epsilon,11/1/2018,4/24/2019
9003327,Parole,Parole Region,6/15/2017,4/25/2019
9004010,Correctional,Inspector General,12/17/2018,4/25/2019
9004054,Correctional,Beta,2/1/2019,4/26/2019
9003562,Correctional,Halfway House,1/1/2018,4/28/2019
9001001,Program Specialist,Administrative Offices,1/12/2011,
9001002,Clerk,Parole Region,1/12/2011,
9001003,Accountant,Administrative Offices,1/12/2011,
9001005,Correctional,Epsilon,1/12/2011,
9001006,Other,Beta,10/1/2016,
9001007,Correctional,Gamma,6/1/2014,
9001008,Program Specialist,Gamma,1/12/2011,
9001010,Correctional,Halfway House,10/1/2018,
9001011,Correctional Supervisor,Epsilon,1/12/2011,
9001012,Parole,Parole Region,1/12/2011,
9001013,Facility Leadership,Epsilon,1/12/2011,
9001014,Correctional,Epsilon,1/12/2011,
9001016,Manager,Parole Region,1/12/2011,
9001017,Program Specialist,Epsilon,12/1/2012,
9001018,Correctional,Delta,1/12/2011,
9001019,Correctional,Gamma,1/12/2011,
9001023,Correctional,Epsilon,1/12/2011,
9001024,Correctional,Inspector General,9/1/2018,
9001025,Program Specialist,Alpha,1/12/2011,
9001027,Accountant,Halfway House,1/12/2011,
9001030,Admin Assistant,Halfway House,12/16/2013,
9001031,Correctional,Alpha,11/1/2018,
9001033,Correctional Supervisor,Halfway House,1/12/2011,
9001034,Program Specialist,Alpha,11/17/2014,
9001035,Parole,Parole Region,6/15/2012,
9001036,Educator,Delta,1/12/2011,
9001038,Correctional,Epsilon,5/1/2015,
9001039,Correctional,Beta,1/12/2011,
9001040,Director,Administrative Offices,1/12/2011,
9001041,Investigator,Epsilon,9/1/2013,
9001042,Correctional,Epsilon,1/12/2011,
9001043,Other,Epsilon,11/15/2013,
9001044,Correctional,Epsilon,1/12/2011,
9001046,Correctional,Epsilon,1/12/2011,
9001049,Correctional,Halfway House,1/12/2011,
9001050,Correctional,Epsilon,1/12/2011,
9001051,Correctional,Inspector General,1/12/2011,
9001052,Correctional,Epsilon,1/12/2011,
9001055,Accountant,Alpha,1/12/2011,
9001056,Program Specialist,Alpha,1/12/2011,
9001057,Correctional Supervisor,Epsilon,4/1/2016,
9001059,Correctional,Halfway House,10/15/2013,
9001060,Case Manager,Halfway House,1/12/2011,
9001061,Correctional,Beta,1/12/2011,
9001062,Parole,Parole Region,1/12/2011,
9001063,Correctional,Halfway House,1/12/2011,
9001064,Clerk,Delta,1/12/2011,
9001065,Parole,Parole Region,1/12/2011,
9001066,Case Manager,Delta,1/12/2011,
9001067,Manager,Administrative Offices,7/15/2014,
9001068,Correctional,Halfway House,5/1/2014,
9001070,Correctional,Beta,1/12/2011,
9001072,Parole,Parole Region,1/12/2011,
9001073,Program Specialist,Alpha,1/12/2011,
9001075,Program Specialist,Gamma,1/12/2011,
9001076,Correctional,Delta,1/12/2011,
9001077,Correctional,Beta,1/12/2011,
9001078,Program Specialist,Parole Region,9/1/2017,
9001079,IT,Administrative Offices,7/1/2018,
9001082,Program Specialist,Administrative Offices,1/12/2011,
9001083,Manager,Gamma,1/12/2011,
9001084,Admin Assistant,Gamma,1/12/2011,
9001085,Correctional,Gamma,7/1/2016,
9001086,Facility Leadership,Gamma,1/12/2011,
9001088,Correctional Supervisor,Delta,8/1/2014,
9001089,Case Manager,Gamma,1/12/2011,
9001090,Correctional,Halfway House,1/12/2011,
9001091,Accountant,Administrative Offices,1/12/2011,
9001092,Other,Beta,1/12/2011,
9001093,Clerk,Beta,1/12/2011,
9001094,Correctional,Epsilon,1/12/2011,
9001095,Correctional,Epsilon,1/12/2011,
9001096,Parole,Parole Region,1/12/2011,
9001097,Analyst,Administrative Offices,1/12/2011,
9001098,Correctional Supervisor,Gamma,1/12/2011,
9001099,Case Manager,Gamma,1/12/2011,
9001100,Other,Gamma,1/12/2011,
9001101,Correctional,Delta,6/1/2013,
9001102,Case Manager,Delta,1/12/2011,
9001104,Educator,Gamma,1/12/2011,
9001106,Correctional,Alpha,12/1/2015,
9001107,Correctional,Gamma,6/1/2016,
9001110,Correctional Supervisor,Gamma,1/12/2011,
9001111,Program Specialist,Administrative Offices,1/12/2011,
9001112,Accountant,Administrative Offices,1/12/2011,
9001117,Program Specialist,Alpha,1/12/2011,
9001118,Case Manager,Alpha,1/12/2011,
9001119,Program Specialist,Administrative Offices,1/12/2011,
9001120,Facility Leadership,Halfway House,1/12/2011,
9001121,Correctional,Delta,1/12/2011,
9001123,Educator,Gamma,1/12/2011,
9001124,Correctional,Delta,1/12/2011,
9001127,Accountant,Halfway House,1/12/2011,
9001128,Other,Alpha,1/12/2011,
9001129,Program Specialist,Parole Region,6/1/2018,
9001130,Treatment,Gamma,2/15/2013,
9001131,Manager,Alpha,1/12/2011,
9001132,Program Specialist,Alpha,1/12/2011,
9001133,Educator,Gamma,1/12/2011,
9001135,Correctional Supervisor,Epsilon,1/12/2011,
9001137,Correctional,Alpha,11/1/2014,
9001138,Case Manager,Epsilon,1/12/2011,
9001139,Program Specialist,Epsilon,5/1/2012,
9001141,Correctional,Alpha,1/12/2011,
9001143,IT,Delta,1/12/2011,
9001144,Admin Assistant,Administrative Offices,1/12/2011,
9001145,Program Specialist,Beta,1/12/2011,
9001147,Parole,Parole Region,11/1/2017,
9001148,Admin Assistant,Halfway House,1/1/2013,
9001149,Program Specialist,Halfway House,1/12/2011,
9001150,Program Specialist,Administrative Offices,1/12/2011,
9001151,Admin Assistant,Parole Region,1/12/2011,
9001153,Parole,Parole Region,1/12/2011,
9001154,Correctional,Halfway House,1/12/2011,
9001155,Correctional,Halfway House,1/12/2011,
9001156,Facility Leadership,Halfway House,1/12/2011,
9001157,Parole,Parole Region,1/12/2011,
9001158,Program Specialist,Halfway House,1/12/2011,
9001159,Correctional,Epsilon,1/12/2011,
9001161,Program Specialist,Administrative Offices,1/12/2011,
9001163,Clerk,Epsilon,1/12/2011,
9001164,Correctional Supervisor,Delta,1/12/2011,
9001165,Correctional,Epsilon,1/12/2011,
9001166,Program Specialist,Epsilon,1/12/2011,
9001169,Other,Epsilon,1/12/2011,
9001171,Correctional,Epsilon,1/12/2011,
9001172,Analyst,Epsilon,1/12/2011,
9001173,Program Specialist,Epsilon,1/12/2011,
9001174,Investigator,Epsilon,1/12/2011,
9001175,Correctional Supervisor,Epsilon,1/12/2011,
9001176,Facility Leadership,Halfway House,1/12/2011,
9001178,Case Manager,Epsilon,1/12/2011,
9001182,Correctional,Alpha,1/12/2011,
9001183,Correctional,Halfway House,1/12/2011,
9001186,Correctional,Halfway House,1/12/2011,
9001187,Admin Assistant,Alpha,1/12/2011,
9001188,Parole,Parole Region,2/1/2012,
9001189,Program Specialist,Halfway House,1/12/2011,
9001190,Correctional,Alpha,1/12/2011,
9001191,Correctional,Alpha,1/12/2011,
9001192,Correctional,Halfway House,3/1/2017,
9001193,Program Specialist,Alpha,1/12/2011,
9001194,Correctional,Alpha,1/12/2011,
9001195,Educator,Beta,9/15/2016,
9001196,Ombudsman,Administrative Offices,9/15/2016,
9001197,Correctional,Beta,7/15/2015,
9001203,Correctional,Delta,1/12/2011,
9001204,Case Manager,Delta,1/12/2011,
9001205,Correctional,Delta,5/1/2017,
9001208,Program Specialist,Beta,1/12/2011,
9001209,Program Specialist,Parole Region,1/12/2011,
9001210,Correctional,Gamma,1/12/2011,
9001211,Correctional,Halfway House,1/12/2011,
9001212,Correctional,Epsilon,1/12/2011,
9001213,Correctional,Delta,1/12/2011,
9001214,Correctional,Gamma,1/12/2011,
9001215,Correctional,Gamma,1/12/2011,
9001216,Program Specialist,Administrative Offices,1/12/2011,
9001218,Correctional,Delta,1/12/2011,
9001219,Admin Assistant,Epsilon,1/12/2011,
9001220,Correctional Supervisor,Delta,1/12/2011,
9001221,Correctional,Gamma,1/12/2011,
9001222,Correctional,Gamma,1/12/2011,
9001223,Case Manager,Gamma,1/12/2011,
9001225,Program Specialist,Parole Region,9/15/2015,
9001226,Correctional,Gamma,1/12/2011,
9001227,Correctional,Gamma,2/1/2015,
9001229,Case Manager,Gamma,1/12/2011,
9001230,Correctional,Gamma,1/12/2011,
9001231,Correctional,Gamma,7/1/2012,
9001233,Correctional,Gamma,1/12/2011,
9001234,Correctional Supervisor,Gamma,10/1/2012,
9001235,Educator,Gamma,1/12/2011,
9001236,Program Specialist,Gamma,1/12/2011,
9001238,Correctional,Gamma,1/12/2011,
9001239,Clerk,Gamma,1/12/2011,
9001240,Correctional,Gamma,1/12/2011,
9001241,Correctional,Gamma,1/12/2011,
9001242,Educator,Gamma,1/12/2011,
9001243,Correctional,Gamma,10/1/2018,
9001244,Other,Gamma,1/12/2011,
9001245,Educator,Gamma,1/12/2011,
9001247,Correctional Supervisor,Delta,1/12/2011,
9001248,Educator,Gamma,9/9/1988,
9001249,Correctional,Gamma,3/1/2016,
9001250,Educator,Gamma,1/12/2011,
9001251,Educator,Gamma,1/12/2011,
9001252,Correctional,Gamma,1/12/2011,
9001253,Program Specialist,Gamma,1/12/2011,
9001254,Program Specialist,Gamma,1/12/2011,
9001255,Correctional,Epsilon,1/12/2011,
9001256,Accountant,Halfway House,1/12/2011,
9001257,Manager,Alpha,11/15/2017,
9001258,Correctional,Alpha,1/12/2011,
9001259,Correctional Supervisor,Delta,1/12/2011,
9001260,Case Manager,Delta,1/12/2011,
9001261,Program Specialist,Epsilon,1/12/2011,
9001262,Program Specialist,Epsilon,1/12/2011,
9001263,Program Specialist,Beta,1/12/2011,
9001265,Correctional,Inspector General,12/17/2018,
9001266,Correctional,Delta,1/12/2011,
9001267,Attorney,Administrative Offices,1/12/2011,
9001268,Admin Assistant,Beta,1/12/2011,
9001269,Correctional,Epsilon,1/12/2011,
9001270,Program Specialist,Administrative Offices,1/12/2011,
9001271,Program Specialist,Administrative Offices,2/15/2013,
9001272,Treatment,Delta,1/12/2011,
9001273,Other,Gamma,1/12/2011,
9001274,Investigator,Delta,1/12/2011,
9001275,Program Specialist,Epsilon,1/12/2011,
9001276,Educator,Alpha,10/1/2017,
9001277,Correctional,Epsilon,2/1/2012,
9001278,Correctional Supervisor,Delta,1/12/2011,
9001280,Case Manager,Halfway House,1/12/2011,
9001281,Program Specialist,Epsilon,1/12/2011,
9001282,Case Manager,Beta,3/1/2015,
9001285,Correctional,Delta,1/12/2011,
9001286,Educator,Epsilon,1/15/2013,
9001287,Educator,Delta,1/12/2011,
9001288,Clerk,Gamma,5/1/2018,
9001289,Correctional,Halfway House,1/12/2011,
9001290,Manager,Delta,1/12/2011,
9001292,Correctional Supervisor,Delta,1/12/2011,
9001293,Parole,Parole Region,6/15/2017,
9001294,Correctional,Delta,1/12/2011,
9001295,Correctional,Beta,1/12/2011,
9001296,Educator,Beta,1/12/2011,
9001299,Educator,Gamma,1/12/2011,
9001300,Correctional Supervisor,Delta,7/1/2014,
9001302,Analyst,Administrative Offices,1/12/2011,
9001304,Correctional,Gamma,3/1/2017,
9001305,Correctional Supervisor,Delta,1/15/2014,
9001306,Educator,Alpha,6/15/2016,
9001308,Correctional,Beta,1/12/2011,
9001309,Correctional,Gamma,1/12/2011,
9001310,Educator,Gamma,2/1/2012,
9001311,Correctional Supervisor,Delta,1/12/2011,
9001312,Correctional Supervisor,Epsilon,7/15/2014,
9001313,Clerk,Delta,1/12/2011,
9001315,Manager,Gamma,4/1/2017,
9001320,Program Specialist,Halfway House,1/12/2011,
9001321,Investigator,Beta,1/12/2011,
9001322,Auditor,Administrative Offices,1/12/2011,
9001323,Correctional,Halfway House,1/12/2011,
9001324,Parole,Parole Region,1/12/2011,
9001325,Admin Assistant,Administrative Offices,1/12/2011,
9001326,Director,Administrative Offices,1/12/2011,
9001328,Correctional,Epsilon,1/12/2011,
9001330,Correctional Supervisor,Beta,1/17/2012,
9001331,Correctional Supervisor,Gamma,1/12/2011,
9001332,Director,Administrative Offices,1/12/2011,
9001334,Program Specialist,Parole Region,1/12/2011,
9001336,Program Specialist,Parole Region,1/12/2011,
9001339,Analyst,Administrative Offices,1/12/2011,
9001340,Program Specialist,Gamma,10/1/2015,
9001343,Correctional,Epsilon,1/12/2011,
9001345,Correctional,Gamma,1/12/2011,
9001346,Facility Leadership,Halfway House,1/12/2011,
9001348,Program Specialist,Delta,1/12/2011,
9001350,Program Specialist,Delta,1/12/2011,
9001351,Case Manager,Gamma,10/1/2015,
9001352,Correctional,Gamma,12/15/2014,
9001353,Accountant,Halfway House,1/12/2011,
9001356,Manager,Administrative Offices,1/12/2011,
9001357,Program Specialist,Administrative Offices,1/12/2011,
9001358,Correctional,Delta,1/12/2011,
9001360,Correctional,Delta,1/12/2011,
9001361,Correctional Supervisor,Halfway House,1/12/2011,
9001362,Program Specialist,Administrative Offices,1/12/2011,
9001364,Educator,Beta,1/12/2011,
9001366,Correctional,Halfway House,1/1/2012,
9001367,Correctional,Delta,1/12/2011,
9001368,Program Specialist,Administrative Offices,1/12/2011,
9001369,Facility Leadership,Halfway House,1/12/2011,
9001370,Correctional,Beta,1/12/2011,
9001371,Educator,Delta,12/1/2018,
9001372,Program Specialist,Epsilon,1/12/2011,
9001373,Program Specialist,Halfway House,1/12/2011,
9001375,Program Specialist,Delta,1/12/2011,
9001376,Correctional,Halfway House,1/12/2011,
9001377,Facility Leadership,Halfway House,1/12/2011,
9001378,IT,Delta,1/12/2011,
9001379,Educator,Delta,1/12/2011,
9001380,IT,Delta,1/12/2011,
9001382,Correctional,Delta,4/1/2013,
9001383,Parole,Parole Region,1/12/2011,
9001384,Correctional Supervisor,Delta,1/12/2011,
9001385,Correctional,Halfway House,1/12/2011,
9001386,Correctional Supervisor,Gamma,6/1/2014,
9001387,Investigator,Alpha,1/12/2011,
9001388,Correctional,Alpha,1/12/2011,
9001389,Correctional Supervisor,Delta,1/12/2011,
9001390,Correctional Supervisor,Delta,1/12/2011,
9001391,Correctional,Epsilon,1/12/2011,
9001393,Correctional,Epsilon,1/12/2011,
9001394,Correctional,Epsilon,1/12/2011,
9001395,Correctional,Delta,1/12/2011,
9001397,Manager,Delta,1/12/2011,
9001398,Correctional,Delta,1/12/2011,
9001399,Case Manager,Delta,1/12/2011,
9001400,Program Specialist,Delta,1/1/2018,
9001401,Correctional,Alpha,1/12/2011,
9001402,Program Specialist,Delta,1/12/2011,
9001403,Clerk,Delta,1/12/2011,
9001405,Admin Assistant,Delta,1/12/2011,
9001407,Facility Leadership,Delta,1/12/2011,
9001408,Clerk,Parole Region,1/12/2011,
9001409,IT,Administrative Offices,1/12/2011,
9001410,Ombudsman,Administrative Offices,1/15/2013,
9001411,IT,Administrative Offices,1/12/2011,
9001412,Program Specialist,Delta,1/12/2011,
9001413,Program Specialist,Administrative Offices,1/12/2011,
9001414,Correctional Supervisor,Epsilon,1/12/2011,
9001415,Correctional Supervisor,Epsilon,4/1/2015,
9001416,IT,Administrative Offices,1/12/2011,
9001417,Correctional,Delta,1/12/2011,
9001418,Educator,Delta,7/1/2012,
9001419,Other,Delta,1/12/2011,
9001420,Program Specialist,Delta,1/12/2011,
9001421,Correctional,Epsilon,1/12/2011,
9001422,Correctional,Epsilon,1/12/2011,
9001423,Educator,Epsilon,1/12/2011,
9001425,Correctional,Delta,1/12/2011,
9001427,Case Manager,Epsilon,1/12/2011,
9001428,Investigator,Delta,1/12/2011,
9001429,Educator,Alpha,1/12/2011,
9001431,Other,Alpha,1/12/2011,
9001433,Correctional Supervisor,Epsilon,1/12/2011,
9001434,Accountant,Beta,1/12/2011,
9001435,Educator,Beta,8/1/2015,
9001436,Correctional Supervisor,Delta,1/12/2011,
9001437,Program Specialist,Delta,4/15/2016,
9001438,Educator,Gamma,1/12/2011,
9001439,Program Specialist,Administrative Offices,1/12/2011,
9001440,Program Specialist,Beta,11/1/2017,
9001441,Clerk,Beta,1/12/2011,
9001442,Other,Beta,1/12/2011,
9001443,Educator,Alpha,7/1/2014,
9001444,Program Specialist,Delta,12/1/2016,
9001446,Correctional Supervisor,Epsilon,11/15/2017,
9001447,Facility Leadership,Administrative Offices,1/12/2011,
9001449,Other,Alpha,7/7/2008,
9001450,Program Specialist,Epsilon,6/15/2012,
9001451,Program Specialist,Administrative Offices,1/12/2011,
9001452,Accountant,Administrative Offices,1/12/2011,
9001453,Educator,Epsilon,1/12/2011,
9001454,Attorney,Administrative Offices,1/12/2011,
9001455,Case Manager,Delta,6/1/2013,
9001456,Correctional,Delta,3/1/2015,
9001457,Other,Delta,1/12/2011,
9001458,Program Specialist,Delta,1/12/2011,
9001462,Case Manager,Epsilon,1/12/2011,
9001463,Correctional,Epsilon,2/1/2014,
9001464,Correctional,Epsilon,1/12/2011,
9001465,Correctional,Delta,1/12/2011,
9001466,Clerk,Delta,1/12/2011,
9001467,Correctional,Gamma,1/12/2011,
9001468,Correctional,Delta,1/12/2011,
9001470,Correctional,Beta,9/1/2017,
9001473,Other,Alpha,1/12/2011,
9001475,Clerk,Delta,1/12/2011,
9001476,Director,Epsilon,1/12/2011,
9001478,Manager,Administrative Offices,1/12/2011,
9001479,Case Manager,Epsilon,5/1/2015,
9001480,Correctional,Epsilon,12/1/2014,
9001481,Correctional,Delta,1/12/2011,
9001482,Facility Leadership,Halfway House,12/1/2016,
9001483,Correctional,Delta,5/15/2014,
9001484,Other,Halfway House,1/12/2011,
9001485,Correctional,Epsilon,1/12/2011,
9001486,Correctional,Delta,1/12/2011,
9001487,Correctional,Delta,1/12/2011,
9001489,Correctional,Delta,1/12/2011,
9001490,Analyst,Parole Region,1/12/2011,
9001491,Program Specialist,Administrative Offices,3/1/2013,
9001492,Admin Assistant,Administrative Offices,1/12/2011,
9001493,Admin Assistant,Administrative Offices,1/12/2011,
9001495,Correctional,Beta,12/17/2012,
9001496,Correctional,Gamma,10/15/2014,
9001497,Correctional,Epsilon,1/12/2011,
9001498,Case Manager,Delta,1/12/2011,
9001499,Manager,Epsilon,12/15/2011,
9001500,Investigator,Inspector General,5/1/2015,
9001501,Correctional,Beta,1/12/2011,
9001502,Accountant,Administrative Offices,1/12/2011,
9001503,Educator,Gamma,1/12/2011,
9001505,Admin Assistant,Delta,1/12/2011,
9001506,Program Specialist,Epsilon,1/12/2011,
9001508,Program Specialist,Delta,8/1/2018,
9001509,Correctional,Gamma,2/1/2016,
